timestamp_utc,rx_count,action,sender,seq,seq_gap,valid,error,forward_host,forward_port,raw_line
2026-08-05T10:21:39.082463+00:00,1,forward,127.0.0.1:65520,0,0,1,,127.0.0.1,5011,"trk,seq=00000,pan=090.00,tilt=091.14,sun_pan=090.00,sun_tilt=102.35,err=11.21,state=seeking,ldr=4073/4073/3587/3587"
2026-08-05T10:21:40.079691+00:00,2,forward,127.0.0.1:65520,1,0,1,,127.0.0.1,5011,"trk,seq=00001,pan=090.24,tilt=092.23,sun_pan=093.78,sun_tilt=103.23,err=11.55,state=seeking,ldr=4007/4095/3531/3646"
2026-08-05T10:21:41.078757+00:00,3,forward,127.0.0.1:65520,2,0,1,,127.0.0.1,5011,"trk,seq=00002,pan=090.69,tilt=093.26,sun_pan=097.52,sun_tilt=104.05,err=12.77,state=seeking,ldr=3933/4095/3469/3691"
2026-08-05T10:21:42.081410+00:00,4,forward,127.0.0.1:65520,3,0,1,,127.0.0.1,5011,"trk,seq=00003,pan=091.36,tilt=094.24,sun_pan=101.20,sun_tilt=104.80,err=14.43,state=seeking,ldr=3855/4095/3405/3723"
2026-08-05T10:21:43.116819+00:00,5,forward,127.0.0.1:65520,4,0,1,,127.0.0.1,5011,"trk,seq=00004,pan=092.23,tilt=095.19,sun_pan=104.79,sun_tilt=105.47,err=16.23,state=seeking,ldr=3776/4095/3341/3745"
2026-08-05T10:21:44.084765+00:00,6,forward,127.0.0.1:65520,5,0,1,,127.0.0.1,5011,"trk,seq=00005,pan=093.29,tilt=096.10,sun_pan=108.26,sun_tilt=106.07,err=17.99,state=seeking,ldr=3699/4095/3282/3760"
2026-08-05T10:21:45.087074+00:00,7,drop,127.0.0.1:65520,6,,1,,127.0.0.1,5011,"trk,seq=00006,pan=094.52,tilt=096.99,sun_pan=111.58,sun_tilt=106.60,err=19.58,state=seeking,ldr=3628/4095/3228/3769"
2026-08-05T10:21:46.091742+00:00,8,forward,127.0.0.1:65520,7,1,1,,127.0.0.1,5011,"trk,seq=00007,pan=095.91,tilt=097.85,sun_pan=114.73,sun_tilt=107.04,err=20.95,state=seeking,ldr=3563/4095/3183/3777"
2026-08-05T10:21:47.090616+00:00,9,forward_corrupt,127.0.0.1:65520,8,0,0,proxy_injected_corruption,127.0.0.1,5011,"trk,seq=00008,pan=097.42,tilt=098.68,sun_pan=117.68,sun_tilt=107.40,err=22.06,state=seeking,ldr=3507/4095/3148/3783"
2026-08-05T10:21:48.095055+00:00,10,forward,127.0.0.1:65520,9,0,1,,127.0.0.1,5011,"trk,seq=00009,pan=099.04,tilt=099.47,sun_pan=120.41,sun_tilt=107.68,err=22.88,state=seeking,ldr=3460/4095/3124/3791"
2026-08-05T10:21:49.095542+00:00,11,forward,127.0.0.1:65520,10,0,1,,127.0.0.1,5011,"trk,seq=00010,pan=100.74,tilt=100.23,sun_pan=122.89,sun_tilt=107.87,err=23.43,state=seeking,ldr=3424/4095/3112/3801"
2026-08-05T10:21:50.097172+00:00,12,forward,127.0.0.1:65520,11,0,1,,127.0.0.1,5011,"trk,seq=00011,pan=102.49,tilt=100.94,sun_pan=125.10,sun_tilt=107.98,err=23.68,state=seeking,ldr=3398/4095/3111/3814"
2026-08-05T10:21:51.099199+00:00,13,forward,127.0.0.1:65520,12,0,1,,127.0.0.1,5011,"trk,seq=00012,pan=104.26,tilt=101.59,sun_pan=127.03,sun_tilt=108.00,err=23.66,state=seeking,ldr=3383/4091/3121/3830"
2026-08-05T10:21:52.102370+00:00,14,drop,127.0.0.1:65520,13,,1,,127.0.0.1,5011,"trk,seq=00013,pan=106.01,tilt=102.18,sun_pan=128.66,sun_tilt=107.93,err=23.37,state=seeking,ldr=3379/4084/3143/3849"
2026-08-05T10:21:53.103031+00:00,15,forward,127.0.0.1:65520,14,1,1,,127.0.0.1,5011,"trk,seq=00014,pan=107.74,tilt=102.70,sun_pan=129.98,sun_tilt=107.78,err=22.81,state=seeking,ldr=3384/4079/3175/3870"
2026-08-05T10:21:54.106643+00:00,16,forward,127.0.0.1:65520,15,0,1,,127.0.0.1,5011,"trk,seq=00015,pan=109.41,tilt=103.15,sun_pan=130.97,sun_tilt=107.54,err=22.01,state=seeking,ldr=3398/4076/3216/3894"
2026-08-05T10:21:55.107232+00:00,17,forward,127.0.0.1:65520,16,0,1,,127.0.0.1,5011,"trk,seq=00016,pan=111.01,tilt=103.52,sun_pan=131.64,sun_tilt=107.22,err=20.95,state=seeking,ldr=3420/4072/3266/3919"
2026-08-05T10:21:56.109463+00:00,18,forward_corrupt,127.0.0.1:65520,17,0,0,proxy_injected_corruption,127.0.0.1,5011,"trk,seq=00017,pan=112.52,tilt=103.83,sun_pan=131.96,sun_tilt=106.82,err=19.67,state=seeking,ldr=3449/4069/3324/3943"
2026-08-05T10:21:57.111673+00:00,19,forward,127.0.0.1:65520,18,0,1,,127.0.0.1,5011,"trk,seq=00018,pan=113.92,tilt=104.06,sun_pan=131.95,sun_tilt=106.33,err=18.17,state=seeking,ldr=3484/4063/3388/3967"
2026-08-05T10:21:58.113496+00:00,20,forward,127.0.0.1:65520,19,0,1,,127.0.0.1,5011,"trk,seq=00019,pan=115.19,tilt=104.22,sun_pan=131.60,sun_tilt=105.77,err=16.48,state=seeking,ldr=3524/4055/3458/3989"
2026-08-05T10:21:59.115083+00:00,21,drop,127.0.0.1:65520,20,,1,,127.0.0.1,5011,"trk,seq=00020,pan=116.32,tilt=104.30,sun_pan=130.91,sun_tilt=105.13,err=14.61,state=seeking,ldr=3567/4043/3531/4007"
2026-08-05T10:22:00.123269+00:00,22,forward,127.0.0.1:65520,21,1,1,,127.0.0.1,5011,"trk,seq=00021,pan=117.30,tilt=104.31,sun_pan=129.89,sun_tilt=104.42,err=12.59,state=seeking,ldr=3611/4025/3606/4021"
2026-08-05T10:22:01.119256+00:00,23,forward,127.0.0.1:65520,22,0,1,,127.0.0.1,5011,"trk,seq=00022,pan=118.11,tilt=104.25,sun_pan=128.55,sun_tilt=103.63,err=10.46,state=seeking,ldr=3655/4001/3682/4028"
2026-08-05T10:22:02.120794+00:00,24,forward,127.0.0.1:65520,23,0,1,,127.0.0.1,5011,"trk,seq=00023,pan=118.74,tilt=104.11,sun_pan=126.90,sun_tilt=102.78,err=08.27,state=locked,ldr=3698/3970/3757/4028"
2026-08-05T10:22:03.124238+00:00,25,forward,127.0.0.1:65520,24,0,1,,127.0.0.1,5011,"trk,seq=00024,pan=119.19,tilt=103.91,sun_pan=124.95,sun_tilt=101.86,err=06.11,state=locked,ldr=3738/3931/3828/4021"
2026-08-05T10:22:04.125383+00:00,26,forward,127.0.0.1:65520,25,0,1,,127.0.0.1,5011,"trk,seq=00025,pan=119.45,tilt=103.63,sun_pan=122.72,sun_tilt=100.89,err=04.27,state=locked,ldr=3774/3884/3895/4005"
2026-08-05T10:22:05.129547+00:00,27,forward_corrupt,127.0.0.1:65520,26,0,0,proxy_injected_corruption,127.0.0.1,5011,"trk,seq=00026,pan=119.50,tilt=103.28,sun_pan=120.22,sun_tilt=099.85,err=03.50,state=locked,ldr=3805/3829/3956/3980"
2026-08-05T10:22:06.132179+00:00,28,drop,127.0.0.1:65520,27,,1,,127.0.0.1,5011,"trk,seq=00027,pan=119.36,tilt=102.86,sun_pan=117.48,sun_tilt=098.77,err=04.50,state=locked,ldr=3830/3767/4010/3947"
