timestamp_utc,valid,error,seq_gap,project,seq,d_pct,v_mv,i_ma,p_mw,mppt,f,chk,computed_chk,raw_line
2026-07-10T16:40:53.617391+00:00,1,,,p3,00806,00000,12000,00500,06000,hd,0,79,79,"p3,seq=00806,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=79"
2026-07-10T16:40:54.623488+00:00,1,,0,p3,00807,00000,12000,00500,06000,hd,0,78,78,"p3,seq=00807,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=78"
2026-07-10T16:40:55.630237+00:00,1,,0,p3,00808,00000,12000,00500,06000,hd,0,77,77,"p3,seq=00808,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=77"
2026-07-10T16:40:56.636216+00:00,1,,0,p3,00809,00000,12000,00500,06000,hd,0,76,76,"p3,seq=00809,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=76"
2026-07-10T16:40:57.643110+00:00,1,,0,p3,00810,00000,12000,00500,06000,hd,0,75,75,"p3,seq=00810,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=75"
2026-07-10T16:40:58.648681+00:00,1,,0,p3,00811,00000,12000,00500,06000,hd,0,74,74,"p3,seq=00811,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=74"
2026-07-10T16:40:59.655888+00:00,1,,0,p3,00812,00000,12000,00500,06000,hd,0,73,73,"p3,seq=00812,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=73"
2026-07-10T16:41:00.662949+00:00,1,,0,p3,00813,00000,12000,00500,06000,hd,0,72,72,"p3,seq=00813,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=72"
2026-07-10T16:41:01.668756+00:00,1,,0,p3,00814,00000,12000,00500,06000,hd,0,71,71,"p3,seq=00814,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=71"
2026-07-10T16:41:02.676183+00:00,1,,0,p3,00815,00000,12000,00500,06000,hd,0,70,70,"p3,seq=00815,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=70"
2026-07-10T16:41:03.682344+00:00,1,,0,p3,00816,00000,12000,00500,06000,hd,0,6F,6F,"p3,seq=00816,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6F"
2026-07-10T16:41:04.691522+00:00,1,,0,p3,00817,00000,12000,00500,06000,hd,0,6E,6E,"p3,seq=00817,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6E"
2026-07-10T16:41:05.694852+00:00,1,,0,p3,00818,00000,12000,00500,06000,hd,0,6D,6D,"p3,seq=00818,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6D"
2026-07-10T16:41:06.702086+00:00,1,,0,p3,00819,00000,12000,00500,06000,hd,0,6C,6C,"p3,seq=00819,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6C"
2026-07-10T16:41:07.708684+00:00,1,,0,p3,00820,00000,12000,00500,06000,hd,0,6B,6B,"p3,seq=00820,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6B"
2026-07-10T16:41:08.717468+00:00,1,,0,p3,00821,00000,12000,00500,06000,hd,0,6A,6A,"p3,seq=00821,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=6A"
2026-07-10T16:41:09.722815+00:00,1,,0,p3,00822,00000,12000,00500,06000,hd,0,69,69,"p3,seq=00822,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=69"
2026-07-10T16:41:10.728760+00:00,1,,0,p3,00823,00000,12000,00500,06000,hd,0,68,68,"p3,seq=00823,d_pct=00000,v_mv=12000,i_ma=00500,p_mw=06000,mppt=hd,f=0,chk=68"
